Checker	Path	Line	Column	Message	Tool	End_Line	End_Column
modernize-macro-to-enum	/host/doc/examples/codebase/dos2unix-7.5.2/common.h	219	9	macro 'D2U_DISPLAY_ANSI' defines an integral constant; prefer an enum instead	clang_tidy	219	9
modernize-macro-to-enum	/host/doc/examples/codebase/dos2unix-7.5.2/common.h	220	9	macro 'D2U_DISPLAY_UNICODE' defines an integral constant; prefer an enum instead	clang_tidy	220	9
modernize-macro-to-enum	/host/doc/examples/codebase/dos2unix-7.5.2/common.h	221	9	macro 'D2U_DISPLAY_UNICODEBOM' defines an integral constant; prefer an enum instead	clang_tidy	221	9
modernize-macro-to-enum	/host/doc/examples/codebase/dos2unix-7.5.2/common.h	222	9	macro 'D2U_DISPLAY_UTF8' defines an integral constant; prefer an enum instead	clang_tidy	222	9
modernize-macro-to-enum	/host/doc/examples/codebase/dos2unix-7.5.2/common.h	223	9	macro 'D2U_DISPLAY_UTF8BOM' defines an integral constant; prefer an enum instead	clang_tidy	223	9
modernize-macro-to-enum	/host/doc/examples/codebase/dos2unix-7.5.2/common.h	226	1	replace macro with enum	clang_tidy	226	21
modernize-macro-to-enum	/host/doc/examples/codebase/dos2unix-7.5.2/common.h	226	9	macro 'TARGET_UTF8' defines an integral constant; prefer an enum instead	clang_tidy	226	9
modernize-macro-to-enum	/host/doc/examples/codebase/dos2unix-7.5.2/common.h	227	9	macro 'TARGET_GB18030' defines an integral constant; prefer an enum instead	clang_tidy	227	9
modernize-macro-to-enum	/host/doc/examples/codebase/dos2unix-7.5.2/common.h	228	9	macro 'D2U_MAX_PATH' defines an integral constant; prefer an enum instead	clang_tidy	228	9
altera-struct-pack-align	/host/doc/examples/codebase/dos2unix-7.5.2/common.h	230	9	accessing fields in struct 'CFlag' is inefficient due to poor alignment; currently aligned to 4 bytes, but recommended alignment is 128 bytes	clang_tidy	230	9
readability-identifier-length	/host/doc/examples/codebase/dos2unix-7.5.2/common.h	267	24	parameter name 'fd' is too short, expected at least 3 characters	clang_tidy	267	24
readability-identifier-length	/host/doc/examples/codebase/dos2unix-7.5.2/common.h	273	23	parameter name 'f' is too short, expected at least 3 characters	clang_tidy	273	23
readability-identifier-length	/host/doc/examples/codebase/dos2unix-7.5.2/common.h	274	24	parameter name 'f' is too short, expected at least 3 characters	clang_tidy	274	24
readability-avoid-const-params-in-decls	/host/doc/examples/codebase/dos2unix-7.5.2/common.h	275	17	parameter 'bomtype' is const-qualified in the function declaration; const-qualification of parameters only has an effect in function definitions	clang_tidy	275	17
readability-avoid-const-params-in-decls	/host/doc/examples/codebase/dos2unix-7.5.2/common.h	278	112	parameter 'RetVal' is const-qualified in the function declaration; const-qualification of parameters only has an effect in function definitions	clang_tidy	278	112
readability-avoid-const-params-in-decls	/host/doc/examples/codebase/dos2unix-7.5.2/common.h	279	91	parameter 'RetVal' is const-qualified in the function declaration; const-qualification of parameters only has an effect in function definitions	clang_tidy	279	91
readability-identifier-length	/host/doc/examples/codebase/dos2unix-7.5.2/common.h	304	24	parameter name 'f' is too short, expected at least 3 characters	clang_tidy	304	24
readability-identifier-length	/host/doc/examples/codebase/dos2unix-7.5.2/common.h	305	27	parameter name 'wc' is too short, expected at least 3 characters	clang_tidy	305	27
readability-identifier-length	/host/doc/examples/codebase/dos2unix-7.5.2/common.h	305	37	parameter name 'f' is too short, expected at least 3 characters	clang_tidy	305	37
readability-identifier-length	/host/doc/examples/codebase/dos2unix-7.5.2/common.h	306	25	parameter name 'wc' is too short, expected at least 3 characters	clang_tidy	306	25
readability-identifier-length	/host/doc/examples/codebase/dos2unix-7.5.2/common.h	306	35	parameter name 'f' is too short, expected at least 3 characters	clang_tidy	306	35
bugprone-reserved-identifier	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	54	9	declaration uses identifier '__UNIX2DOS_C', which is a reserved identifier	clang_tidy	54	9
cert-dcl37-c	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	54	9	declaration uses identifier '__UNIX2DOS_C', which is a reserved identifier	clang_tidy	54	9
cert-dcl51-cpp	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	54	9	declaration uses identifier '__UNIX2DOS_C', which is a reserved identifier	clang_tidy	54	9
clang-diagnostic-reserved-macro-identifier	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	54	9	macro name is a reserved identifier	clang_tidy	54	9
clang-diagnostic-missing-prototypes	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	67	6	no previous prototype for function 'PrintLicense'	clang_tidy	67	1
cert-err33-c	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	69	3	the value returned by this function should be used	clang_tidy	320	26
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	72	28	2024 is a magic number; consider replacing it with a named constant	clang_tidy	72	28
clang-diagnostic-missing-prototypes	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	77	8	no previous prototype for function 'PutDOSNewLineW'	clang_tidy	77	1
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	79	17	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	79	17
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	83	17	0x0a is a magic number; consider replacing it with a named constant	clang_tidy	83	17
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	87	10	0x0a is a magic number; consider replacing it with a named constant	clang_tidy	87	10
clang-diagnostic-missing-prototypes	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	90	8	no previous prototype for function 'AddExtraDOSNewLineW'	clang_tidy	90	1
readability-identifier-length	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	92	10	variable name 'c' is too short, expected at least 3 characters	clang_tidy	92	10
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	94	19	0x0a is a magic number; consider replacing it with a named constant	clang_tidy	94	19
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	94	41	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	94	41
bugprone-assignment-in-if-condition	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	95	12	an assignment within an 'if' condition is bug-prone	clang_tidy	95	12
clang-diagnostic-missing-prototypes	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	103	5	no previous prototype for function 'PutDOSNewLine'	clang_tidy	103	1
clang-diagnostic-missing-prototypes	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	116	5	no previous prototype for function 'AddExtraDOSNewLine'	clang_tidy	116	1
readability-identifier-length	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	118	7	variable name 'c' is too short, expected at least 3 characters	clang_tidy	118	7
bugprone-assignment-in-if-condition	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	121	12	an assignment within an 'if' condition is bug-prone	clang_tidy	121	12
readability-function-cognitive-complexity	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	133	5	function 'ConvertUnixToDosW' has cognitive complexity of 142 (threshold 25)	clang_tidy	148	5
bugprone-easily-swappable-parameters	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	133	23	2 adjacent parameters of 'ConvertUnixToDosW' of similar type ('FILE *') are easily swapped by mistake	clang_tidy	133	29
altera-unroll-loops	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	151	9	kernel performance could be improved by unrolling this loop with a '#pragma unroll' directive	clang_tidy	151	9
altera-id-dependent-backward-branch	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	151	16	backward branch (while loop) is ID-dependent due to variable reference to 'TempChar' and may cause performance degradation	clang_tidy	151	16
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	153	27	32 is a magic number; consider replacing it with a named constant	clang_tidy	153	27
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	154	28	0x0a is a magic number; consider replacing it with a named constant	clang_tidy	154	28
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	155	28	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	155	28
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	156	28	0x09 is a magic number; consider replacing it with a named constant	clang_tidy	156	28
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	157	28	0x0c is a magic number; consider replacing it with a named constant	clang_tidy	157	28
readability-braces-around-statements	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	161	60	statement should be inside braces	clang_tidy	161	61
cert-err33-c	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	162	15	the value returned by this function should be used	clang_tidy	319	26
cert-err33-c	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	163	15	the value returned by this function should be used	clang_tidy	319	26
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	167	27	0x0a is a magic number; consider replacing it with a named constant	clang_tidy	167	27
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	168	27	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	168	27
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	175	30	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	175	30
bugprone-assignment-in-if-condition	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	176	30	an assignment within an 'if' condition is bug-prone	clang_tidy	176	30
google-readability-braces-around-statements	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	177	36	statement should be inside braces	clang_tidy	177	37
readability-braces-around-statements	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	177	36	statement should be inside braces	clang_tidy	177	37
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	179	29	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	179	29
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	181	32	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	181	32
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	186	33	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	186	33
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	190	27	0x0a is a magic number; consider replacing it with a named constant	clang_tidy	190	27
google-readability-braces-around-statements	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	190	32	statement should be inside braces	clang_tidy	190	33
readability-braces-around-statements	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	190	32	statement should be inside braces	clang_tidy	190	33
cert-err33-c	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	209	15	the value returned by this function should be used	clang_tidy	319	26
cert-err33-c	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	210	15	the value returned by this function should be used	clang_tidy	319	26
altera-unroll-loops	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	222	9	kernel performance could be improved by unrolling this loop with a '#pragma unroll' directive	clang_tidy	222	9
altera-id-dependent-backward-branch	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	222	16	backward branch (while loop) is ID-dependent due to variable reference to 'TempChar' and may cause performance degradation	clang_tidy	222	16
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	224	27	32 is a magic number; consider replacing it with a named constant	clang_tidy	224	27
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	225	28	0x0a is a magic number; consider replacing it with a named constant	clang_tidy	225	28
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	226	28	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	226	28
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	227	28	0x09 is a magic number; consider replacing it with a named constant	clang_tidy	227	28
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	228	28	0x0c is a magic number; consider replacing it with a named constant	clang_tidy	228	28
readability-braces-around-statements	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	232	60	statement should be inside braces	clang_tidy	232	61
cert-err33-c	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	233	15	the value returned by this function should be used	clang_tidy	319	26
cert-err33-c	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	234	15	the value returned by this function should be used	clang_tidy	319	26
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	238	27	0x0a is a magic number; consider replacing it with a named constant	clang_tidy	238	27
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	245	29	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	245	29
google-readability-braces-around-statements	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	245	34	statement should be inside braces	clang_tidy	245	35
readability-braces-around-statements	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	245	34	statement should be inside braces	clang_tidy	245	35
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	249	33	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	249	33
google-readability-braces-around-statements	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	249	38	statement should be inside braces	clang_tidy	249	39
readability-braces-around-statements	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	249	38	statement should be inside braces	clang_tidy	249	39
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	252	34	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	252	34
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	253	29	0x0a is a magic number; consider replacing it with a named constant	clang_tidy	253	29
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	262	27	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	262	27
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	269	29	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	269	29
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	277	94	0x0a is a magic number; consider replacing it with a named constant	clang_tidy	277	94
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	277	118	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	277	118
cert-err33-c	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	280	15	the value returned by this function should be used	clang_tidy	319	26
cert-err33-c	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	281	15	the value returned by this function should be used	clang_tidy	319	26
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	283	27	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	283	27
google-readability-braces-around-statements	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	301	51	statement should be inside braces	clang_tidy	301	52
readability-braces-around-statements	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	301	51	statement should be inside braces	clang_tidy	301	52
cert-err33-c	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	304	7	the value returned by this function should be used	clang_tidy	319	26
cert-err33-c	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	305	7	the value returned by this function should be used	clang_tidy	319	26
readability-function-cognitive-complexity	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	315	5	function 'ConvertUnixToDos' has cognitive complexity of 145 (threshold 25)	clang_tidy	326	5
bugprone-easily-swappable-parameters	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	315	22	2 adjacent parameters of 'ConvertUnixToDos' of similar type ('FILE *') are easily swapped by mistake	clang_tidy	315	28
google-readability-braces-around-statements	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	358	29	statement should be inside braces	clang_tidy	358	30
readability-braces-around-statements	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	358	29	statement should be inside braces	clang_tidy	358	30
cert-err33-c	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	362	8	the value returned by this function should be used	clang_tidy	319	26
cert-err33-c	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	363	8	the value returned by this function should be used	clang_tidy	319	26
altera-unroll-loops	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	373	9	kernel performance could be improved by unrolling this loop with a '#pragma unroll' directive	clang_tidy	373	9
altera-id-dependent-backward-branch	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	373	16	backward branch (while loop) is ID-dependent due to variable reference to 'TempChar' and may cause performance degradation	clang_tidy	373	16
readability-magic-numbers	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	375	27	32 is a magic number; consider replacing it with a named constant	clang_tidy	375	27
readability-braces-around-statements	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	383	60	statement should be inside braces	clang_tidy	383	61
cert-err33-c	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	384	15	the value returned by this function should be used	clang_tidy	319	26
cert-err33-c	/host/doc/examples/codebase/dos2unix-7.5.2/unix2dos.c	385	15	the value returned by this function should be used	clang_tidy	319	26
